clip_id,source_file,dataset,category,behavior_class,relevance_tier,license,actual_duration_sec,original_sr,num_windows,feature_file,split
esc50_2-114254-A-30,2-114254-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-114254-A-30.npy,test
esc50_2-117615-A-48,2-117615-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117615-A-48.npy,train
esc50_2-117615-B-48,2-117615-B-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117615-B-48.npy,train
esc50_2-117615-C-48,2-117615-C-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117615-C-48.npy,train
esc50_2-117615-D-48,2-117615-D-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117615-D-48.npy,train
esc50_2-117615-E-48,2-117615-E-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117615-E-48.npy,train
esc50_2-117616-A-48,2-117616-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117616-A-48.npy,train
esc50_2-117617-A-48,2-117617-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117617-A-48.npy,train
esc50_2-117625-A-10,2-117625-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-117625-A-10.npy,train
esc50_2-118624-A-30,2-118624-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-118624-A-30.npy,train
esc50_2-118625-A-30,2-118625-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-118625-A-30.npy,train
esc50_2-120218-A-30,2-120218-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-120218-A-30.npy,val
esc50_2-120218-B-30,2-120218-B-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-120218-B-30.npy,train
esc50_2-121909-A-35,2-121909-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-121909-A-35.npy,train
esc50_2-122066-A-45,2-122066-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122066-A-45.npy,train
esc50_2-122066-B-45,2-122066-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122066-B-45.npy,train
esc50_2-122067-A-45,2-122067-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122067-A-45.npy,train
esc50_2-122067-B-45,2-122067-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122067-B-45.npy,train
esc50_2-122820-A-36,2-122820-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122820-A-36.npy,train
esc50_2-122820-B-36,2-122820-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-122820-B-36.npy,train
esc50_2-125520-A-43,2-125520-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-125520-A-43.npy,train
esc50_2-128465-A-43,2-128465-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-128465-A-43.npy,train
esc50_2-128465-B-43,2-128465-B-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-128465-B-43.npy,test
esc50_2-133889-A-30,2-133889-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-133889-A-30.npy,val
esc50_2-134915-A-30,2-134915-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-134915-A-30.npy,train
esc50_2-135649-A-45,2-135649-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-135649-A-45.npy,val
esc50_2-135649-B-45,2-135649-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-135649-B-45.npy,test
esc50_2-135649-C-45,2-135649-C-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-135649-C-45.npy,test
esc50_2-138465-A-43,2-138465-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-138465-A-43.npy,train
esc50_2-140841-A-30,2-140841-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-140841-A-30.npy,val
esc50_2-141563-A-39,2-141563-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-141563-A-39.npy,train
esc50_2-141681-A-36,2-141681-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-141681-A-36.npy,train
esc50_2-141681-B-36,2-141681-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-141681-B-36.npy,train
esc50_2-141682-A-36,2-141682-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-141682-A-36.npy,train
esc50_2-141682-B-36,2-141682-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-141682-B-36.npy,train
esc50_2-144137-A-43,2-144137-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-144137-A-43.npy,train
esc50_2-160888-A-47,2-160888-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-160888-A-47.npy,train
esc50_2-165801-A-48,2-165801-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-165801-A-48.npy,val
esc50_2-173559-A-39,2-173559-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-173559-A-39.npy,train
esc50_2-173607-A-39,2-173607-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-173607-A-39.npy,train
esc50_2-173618-A-39,2-173618-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-173618-A-39.npy,test
esc50_2-188822-A-40,2-188822-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-188822-A-40.npy,train
esc50_2-188822-B-40,2-188822-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-188822-B-40.npy,test
esc50_2-188822-C-40,2-188822-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-188822-C-40.npy,train
esc50_2-188822-D-40,2-188822-D-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-188822-D-40.npy,train
esc50_2-205966-A-16,2-205966-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-205966-A-16.npy,train
esc50_2-250710-A-39,2-250710-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-250710-A-39.npy,val
esc50_2-262579-A-45,2-262579-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-262579-A-45.npy,test
esc50_2-37806-A-40,2-37806-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-37806-A-40.npy,train
esc50_2-37806-B-40,2-37806-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-37806-B-40.npy,train
esc50_2-37806-C-40,2-37806-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-37806-C-40.npy,train
esc50_2-37806-D-40,2-37806-D-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-37806-D-40.npy,train
esc50_2-39441-A-19,2-39441-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39441-A-19.npy,test
esc50_2-39443-A-19,2-39443-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39443-A-19.npy,train
esc50_2-39443-B-19,2-39443-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39443-B-19.npy,train
esc50_2-39945-A-19,2-39945-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39945-A-19.npy,train
esc50_2-39945-B-19,2-39945-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39945-B-19.npy,test
esc50_2-39945-C-19,2-39945-C-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-39945-C-19.npy,train
esc50_2-42101-A-43,2-42101-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-42101-A-43.npy,train
esc50_2-43802-A-42,2-43802-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-43802-A-42.npy,test
esc50_2-43806-A-42,2-43806-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-43806-A-42.npy,test
esc50_2-50667-A-41,2-50667-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-50667-A-41.npy,train
esc50_2-50667-B-41,2-50667-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-50667-B-41.npy,train
esc50_2-50668-A-41,2-50668-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-50668-A-41.npy,train
esc50_2-50668-B-41,2-50668-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-50668-B-41.npy,train
esc50_2-51173-A-35,2-51173-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-51173-A-35.npy,train
esc50_2-54086-A-43,2-54086-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-54086-A-43.npy,train
esc50_2-59241-A-35,2-59241-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-59241-A-35.npy,val
esc50_2-68391-A-41,2-68391-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-68391-A-41.npy,train
esc50_2-68391-B-41,2-68391-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-68391-B-41.npy,train
esc50_2-70052-A-42,2-70052-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-70052-A-42.npy,train
esc50_2-70052-B-42,2-70052-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-70052-B-42.npy,train
esc50_2-70936-A-42,2-70936-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-70936-A-42.npy,train
esc50_2-70938-A-42,2-70938-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-70938-A-42.npy,train
esc50_2-70939-A-42,2-70939-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-70939-A-42.npy,test
esc50_2-72688-A-42,2-72688-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-72688-A-42.npy,train
esc50_2-72970-A-10,2-72970-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-72970-A-10.npy,train
esc50_2-73027-A-10,2-73027-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-73027-A-10.npy,val
esc50_2-73260-A-10,2-73260-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-73260-A-10.npy,train
esc50_2-74361-A-47,2-74361-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-74361-A-47.npy,train
esc50_2-77945-A-41,2-77945-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-77945-A-41.npy,test
esc50_2-77945-B-41,2-77945-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-77945-B-41.npy,train
esc50_2-78651-A-44,2-78651-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_2-78651-A-44.npy,val
esc50_2-78781-A-47,2-78781-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-78781-A-47.npy,train
esc50_2-78799-A-47,2-78799-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-78799-A-47.npy,train
esc50_2-81731-A-10,2-81731-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-81731-A-10.npy,train
esc50_2-82367-A-10,2-82367-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-82367-A-10.npy,train
esc50_2-87781-A-10,2-87781-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_2-87781-A-10.npy,train
esc50_2-96654-A-47,2-96654-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-96654-A-47.npy,train
esc50_2-98866-A-47,2-98866-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_2-98866-A-47.npy,test
esc50_3-103050-A-19,3-103050-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-103050-A-19.npy,train
esc50_3-103051-A-19,3-103051-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-103051-A-19.npy,train
esc50_3-103051-B-19,3-103051-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-103051-B-19.npy,train
esc50_3-103051-C-19,3-103051-C-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-103051-C-19.npy,train
esc50_3-115382-A-44,3-115382-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-115382-A-44.npy,val
esc50_3-115387-A-47,3-115387-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-115387-A-47.npy,train
esc50_3-115387-B-47,3-115387-B-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-115387-B-47.npy,train
esc50_3-115387-C-47,3-115387-C-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-115387-C-47.npy,val
esc50_3-117504-A-16,3-117504-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-117504-A-16.npy,val
esc50_3-117504-B-16,3-117504-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-117504-B-16.npy,train
esc50_3-118656-A-41,3-118656-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118656-A-41.npy,test
esc50_3-118657-A-41,3-118657-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118657-A-41.npy,train
esc50_3-118657-B-41,3-118657-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118657-B-41.npy,val
esc50_3-118658-A-41,3-118658-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118658-A-41.npy,train
esc50_3-118658-B-41,3-118658-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118658-B-41.npy,train
esc50_3-118972-A-41,3-118972-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118972-A-41.npy,test
esc50_3-118972-B-41,3-118972-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-118972-B-41.npy,train
esc50_3-119120-A-48,3-119120-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119120-A-48.npy,train
esc50_3-119120-B-48,3-119120-B-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119120-B-48.npy,train
esc50_3-119120-C-48,3-119120-C-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119120-C-48.npy,test
esc50_3-119120-D-48,3-119120-D-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119120-D-48.npy,test
esc50_3-119120-E-48,3-119120-E-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119120-E-48.npy,train
esc50_3-119455-A-44,3-119455-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-119455-A-44.npy,val
esc50_3-123224-A-19,3-123224-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-123224-A-19.npy,val
esc50_3-124600-A-19,3-124600-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-124600-A-19.npy,train
esc50_3-128160-A-44,3-128160-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-128160-A-44.npy,val
esc50_3-128512-A-47,3-128512-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-128512-A-47.npy,train
esc50_3-128512-B-47,3-128512-B-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-128512-B-47.npy,train
esc50_3-132852-A-10,3-132852-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-132852-A-10.npy,train
esc50_3-134699-A-16,3-134699-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-134699-A-16.npy,train
esc50_3-134699-B-16,3-134699-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-134699-B-16.npy,train
esc50_3-134699-C-16,3-134699-C-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-134699-C-16.npy,train
esc50_3-135469-A-35,3-135469-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-135469-A-35.npy,val
esc50_3-135650-A-45,3-135650-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-135650-A-45.npy,test
esc50_3-135650-B-45,3-135650-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-135650-B-45.npy,train
esc50_3-136451-A-45,3-136451-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-136451-A-45.npy,train
esc50_3-136608-A-16,3-136608-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-136608-A-16.npy,val
esc50_3-138212-A-45,3-138212-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-138212-A-45.npy,train
esc50_3-140774-A-10,3-140774-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-140774-A-10.npy,test
esc50_3-141240-A-44,3-141240-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-141240-A-44.npy,train
esc50_3-141240-B-44,3-141240-B-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-141240-B-44.npy,train
esc50_3-141559-A-45,3-141559-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-141559-A-45.npy,train
esc50_3-142005-A-10,3-142005-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-142005-A-10.npy,train
esc50_3-142006-A-10,3-142006-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-142006-A-10.npy,test
esc50_3-143560-A-47,3-143560-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-143560-A-47.npy,test
esc50_3-143562-A-47,3-143562-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-143562-A-47.npy,train
esc50_3-143929-A-10,3-143929-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-143929-A-10.npy,train
esc50_3-144510-A-30,3-144510-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-144510-A-30.npy,train
esc50_3-144891-A-19,3-144891-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-144891-A-19.npy,train
esc50_3-144891-B-19,3-144891-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-144891-B-19.npy,train
esc50_3-145577-A-43,3-145577-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-145577-A-43.npy,train
esc50_3-146186-A-44,3-146186-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-146186-A-44.npy,train
esc50_3-146697-A-43,3-146697-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-146697-A-43.npy,train
esc50_3-150979-A-40,3-150979-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-150979-A-40.npy,test
esc50_3-150979-B-40,3-150979-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-150979-B-40.npy,train
esc50_3-150979-C-40,3-150979-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-150979-C-40.npy,test
esc50_3-151089-A-30,3-151089-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-151089-A-30.npy,train
esc50_3-151269-A-35,3-151269-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-151269-A-35.npy,train
esc50_3-151273-A-35,3-151273-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-151273-A-35.npy,test
esc50_3-152020-A-36,3-152020-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-152020-A-36.npy,val
esc50_3-152020-B-36,3-152020-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-152020-B-36.npy,train
esc50_3-152020-C-36,3-152020-C-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-152020-C-36.npy,train
esc50_3-152594-A-30,3-152594-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-152594-A-30.npy,train
